player,team,season,side,jersey,pos,games,snaps_total,snaps_rundef,snaps_passrush,snaps_coverage,grade_def,grade_rundef,grade_tackling,grade_passrush,grade_coverage,pressures,sacks,qb_hits,hurries,batted,tackles,assists,missed_tackles,missed_tackle_pct,stops,forced_fumbles,targets,receptions,rec_pct,yards,yards_per_rec,yac,longest,tds_allowed,ints,pass_breakups,passer_rating_against,penalties,align_dl,align_box,align_fs,align_slot,align_corner,align_nt,align_dt,align_over_ot,align_outside_ot
Trikweze Bridges,DAL,2025,defense,25,CB,10,248,80,0,168,49.3,58.8,54.0,43.1,48.6,0,0,0,0,0,20,2,3,12.0,8,0,28,16,57.1,250,15.6,41,42,3,1,1,107.7,0 (0),0,17,1,12,218,0,0,0,0
Corey Ballentine,DAL,2025,defense,36,CB,2,23,8,1,14,48.3,50.5,22.9,59.1,57.3,0,0,0,0,0,0,0,1,100.0,0,0,2,1,50.0,17,17.0,14,17,0,0,0,79.2,0 (0),0,1,6,15,1,0,0,0,0
Markquese Bell,DAL,2025,defense,14,S,14,356,134,8,214,46.8,53.6,66.1,66.9,45.3,1,0,1,0,0,24,9,4,10.8,7,1,17,14,82.4,174,12.4,105,44,1,1,0,104.4,3 (1),19,116,160,57,4,0,0,0,19
Mazi Smith,DAL,2025,defense,58,DI,5,89,46,43,0,46.4,37.8,70.5,60.0,61.7,2,0,0,2,0,2,2,0,0.0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0 (0),89,0,0,0,0,2,85,2,0
Marist Liufau,DAL,2025,defense,35,LB,17,200,114,19,67,40.7,68.9,28.5,56.5,28.5,6,1,1,4,0,16,2,7,28.0,4,1,15,14,93.3,167,11.9,112,36,1,0,0,135.3,1 (0),40,117,0,43,0,0,0,0,40
Shemar James,DAL,2025,defense,50,LB,13,542,211,43,288,40.1,38.5,70.2,71.3,41.1,8,2,4,2,0,50,22,7,8.9,18,1,37,35,94.6,332,9.5,222,27,3,0,0,131.1,0 (0),26,459,2,48,7,0,0,0,26
Kenneth Murray Jr.,DAL,2025,defense,59,LB,17,870,333,40,497,38.9,31.9,62.1,52.2,48.3,10,1,3,6,0,56,30,11,11.3,28,0,48,35,72.9,345,9.9,232,41,1,0,1,99.7,2 (0),32,756,6,75,1,0,0,0,32
Damone Clark,DAL,2025,defense,18,LB,5,78,30,6,42,37.9,60.2,50.7,59.5,30.2,0,0,0,0,0,6,4,2,16.7,1,0,7,5,71.4,38,7.6,21,9,0,0,0,84.2,0 (0),7,61,0,9,1,0,0,0,7
Shavon Revel,DAL,2025,defense,34,CB,7,334,124,0,210,35.2,48.1,38.1,-,34.6,0,0,0,0,0,26,9,8,18.6,5,0,31,21,67.7,295,14.0,112,41,2,0,2,119.7,5 (1),1,36,0,11,286,0,0,0,1
Alijah Clark,DAL,2025,defense,38,S,4,40,14,1,25,33.8,62.8,86.9,60.0,35.4,0,0,0,0,0,7,2,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1 (0),0,4,35,1,0,0,0,0,0
Jay Toia,DAL,2025,defense,93,DI,5,89,45,44,0,29.9,29.6,70.2,54.9,60.0,1,0,1,0,0,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1 (0),89,0,0,0,0,17,70,2,0
